revenue,net profit,operating profit,interest revenue,cash from sales,cash from yield,cash from rent,cash to payments,cash to other payments,speculation cash,current payables,cost of sales,ebit,depreciation,interest,cash,current assets,liabilities,marketable securities,current other assets,provisions for employees,non-current assets,goodwill,intangible assets,assets,current liabilities,equity,shares,inventories,shares authorized,net operating cashflows,net investing cashflows,net financing cashflows,bank: non-banking investing cashflow,bank: banking investing cashflow,payment for supplies,payment to employees,property sales (operating),dividends paid,forex,trade receivables,prepayments,cash on hands,cash on banks,cash short investment,employee benefits,Date,TICKER
339799911000.0,70158204000.0,70158204000.0,1741998000.0,536473869000.0,263722000.0,,294169446000.0,26097382000.0,,238967143000.0,,91643172000.0,28181964000.0,11806509000.0,277773729000.0,637743103000.0,1454187782000.0,21201149000.0,6878921000.0,,2887364335000.0,24860356000.0,17606702000.0,3525107438000.0,444661515000.0,2041639673000.0,0.0,33786110000.0,0.0,159805429000.0,-42176499000.0,-50113427000.0,,,294169446000.0,18561357000.0,,41948029000.0,-768915000.0,119687647000.0,,,19449866000.0,,14708502000.0,201803,ENELGXCH
1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,ENELGXCH
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ENELGXCH
89343092000.0,93994000.0,93994000.0,,101230477000.0,,,34171778000.0,24966442000.0,,41675061000.0,64781614000.0,-3594230000.0,5512215000.0,21474958000.0,51041536000.0,110109903000.0,360122457000.0,,4049803000.0,,432550484000.0,3310727000.0,69689327000.0,542660387000.0,120627707000.0,173777695000.0,4694959628.0,3550336000.0,6700937641.0,16359331000.0,-2868383000.0,8535333000.0,,,34171778000.0,23685272000.0,,1250000000.0,-1329110000.0,28520683000.0,,,13583403000.0,,22246560000.0,201803,ENJOY
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,ENJOY
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ENJOY
4876000.0,1271000.0,1271000.0,95000.0,6774000.0,,,1944000.0,127000.0,,3869000.0,2252000.0,1769000.0,948000.0,539000.0,4119000.0,24174000.0,66091000.0,9226000.0,4074000.0,,121135000.0,,16000.0,145309000.0,14071000.0,79218000.0,4376.2312,2390000.0,4376.2312,3394000.0,-722000.0,,,,1944000.0,904000.0,,,-16000.0,3920000.0,363000.0,,386000.0,1039000.0,795000.0,201803,ENLASA
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,201803,ENLASA
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,201803,ENLASA
461181571000.0,22975000.0,22975000.0,835356000.0,559159458000.0,,,382442332000.0,32445738000.0,,466171631000.0,,-8180210000.0,81303266000.0,-21373738000.0,49631282000.0,786909078000.0,2275193731000.0,1520074000.0,97605274000.0,,2787178297000.0,47093272000.0,292981804000.0,3574087375000.0,546606643000.0,1298893644000.0,302017113.0,100329379000.0,302017113.0,65765256000.0,-139007609000.0,-22772159000.0,,,382442332000.0,63979139000.0,265702000.0,562000.0,-671000.0,382175645000.0,,,18862263000.0,4177627000.0,62514423000.0,201803,ENTEL
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,201803,ENTEL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ENTEL
99081000.0,-394000.0,-394000.0,1298000.0,126284000.0,,,93955000.0,67000.0,,40840000.0,97974000.0,5000.0,7485000.0,2315000.0,25953000.0,264965000.0,402370000.0,,6109000.0,2722000.0,547168000.0,,2295000.0,812133000.0,273548000.0,241629000.0,310906758.0,112702000.0,310906758.0,18062000.0,-21956000.0,1877000.0,,,93955000.0,13322000.0,69000.0,,-138000.0,58475000.0,,,,1233000.0,1679000.0,201803,EPERVA
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,201803,EPERVA
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,201803,EPERVA
1003704000.0,769220000.0,769220000.0,,67933000.0,,,165435000.0,2911000.0,,47788000.0,40304000.0,761654000.0,,,1944089000.0,7922668000.0,27566170000.0,5701480000.0,,,189673545000.0,,,197596213000.0,524897000.0,170029940000.0,30775276.0,,30775276.0,688661000.0,359274000.0,-8364000.0,,,165435000.0,55345000.0,,8364000.0,-15303000.0,62674000.0,,,35905000.0,1907285000.0,,201803,ESPANOLA
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,201803,ESPANOLA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ESPANOLA
14601416000000.0,2816283000000.0,2816283000000.0,,17610854000000.0,142047000000.0,,7143772000000.0,1724769000000.0,,5641092000000.0,6887570000000.0,3856521000000.0,1719761000000.0,,9203001000000.0,28021188000000.0,107235233000000.0,,305709000000.0,73336000000.0,158625598000000.0,,7205802000000.0,186646786000000.0,12079234000000.0,79411553000000.0,0.0,222755000000.0,958260111.0,6433612000000.0,-6118904000000.0,-3859728000000.0,,,7143772000000.0,2450748000000.0,,4043858000000.0,,16758197000000.0,,,231362000000.0,,2114463000000.0,201803,ESSAL
1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,ESSAL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ESSAL
44053612000.0,9663451000.0,9663451000.0,,51405134000.0,,,29699020000.0,3752360000.0,,17492095000.0,,12472276000.0,5845427000.0,,4624582000.0,45457691000.0,417343765000.0,,1635712000.0,2037247000.0,748824935000.0,,19983079000.0,794282626000.0,28017532000.0,374436765000.0,26445799279.0,923326000.0,26445799279.0,10342443000.0,-2912901000.0,-3277135000.0,,,29699020000.0,7565021000.0,,,,34281632000.0,,,655364000.0,,5435787000.0,201803,ESSBIO
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,ESSBIO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ESSBIO
212670000.0,84051000.0,84051000.0,,263046000.0,,,46584000.0,78487000.0,,83834000.0,45079000.0,116229000.0,,,276072000.0,414817000.0,197701000.0,82410000.0,13078000.0,,168046000.0,,,582863000.0,197701000.0,385162000.0,1300.0,,1300.0,110359000.0,,,,,46584000.0,38546000.0,,,,,,,,,,201803,ESTACIONAM
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,201803,ESTACIONAM
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ESTACIONAM
52837555000.0,10623603000.0,10623603000.0,663370000.0,58493132000.0,,,20749235000.0,3848196000.0,,35736504000.0,,13468583000.0,7214862000.0,4206610000.0,27094652000.0,76698095000.0,532313671000.0,,2914931000.0,2520412000.0,927608382000.0,,182506072000.0,1004306477000.0,71100500000.0,471992684000.0,14962276336000.0,1851566000.0,14962276336000.0,23835342000.0,-21698300000.0,-4171495000.0,,,20749235000.0,6065198000.0,,,,42222732000.0,,,,25077921000.0,4662454000.0,201803,ESVAL
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,201803,ESVAL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,ESVAL
2010257685000.0,125198799000.0,104692624000.0,-52309568000.0,2460703322000.0,,,1780347679000.0,,,1044420617000.0,1308674772000.0,140450731000.0,71288648000.0,50233337000.0,218718345000.0,3621044817000.0,9061093950000.0,19871892000.0,128399899000.0,126692635000.0,6995059284000.0,501088583000.0,289410835000.0,14413639558000.0,2188590956000.0,4441410161000.0,2434465103.0,1225550965000.0,2434465103.0,150655482000.0,-97407638000.0,-49855321000.0,-104549072000.0,7141434000.0,1780347679000.0,304833609000.0,28457675000.0,23137000.0,-1333295000.0,1916806008000.0,,,104239876000.0,,,201803,FALABELLA
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,201803,FALABELLA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,FALABELLA
12998548000.0,469836000.0,469836000.0,203346000.0,15985186000.0,,,10374484000.0,136468000.0,,7132359000.0,11259303000.0,551877000.0,1080819000.0,228340000.0,1710176000.0,18459752000.0,28882891000.0,,,630393000.0,77669806000.0,,15232000.0,96129558000.0,10511572000.0,67246644000.0,0.0,307670000.0,0.0,2731146000.0,-1379295000.0,-189481000.0,,,10374484000.0,2559451000.0,,,,12083930000.0,769835000.0,,269556000.0,1433090000.0,2534721000.0,201803,FEPASA
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,201803,FEPASA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,FEPASA
33388450000.0,425174000.0,425174000.0,281107000.0,75921223000.0,,,67961920000.0,,,20747146000.0,30257864000.0,1303343000.0,391853000.0,234323000.0,1858129000.0,56499606000.0,46694132000.0,37136000.0,1188973000.0,908377000.0,21120050000.0,,751252000.0,77619656000.0,44420885000.0,29378716000.0,179739039.0,13614713000.0,179739039.0,2727029000.0,-327853000.0,-2778384000.0,,,67961920000.0,3072411000.0,3945000.0,,-18694000.0,36541707000.0,,,1643924000.0,,3458988000.0,201803,FERIAOSOR
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,FERIAOSOR
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,FERIAOSOR
60826170000.0,5764696000.0,5764696000.0,,63044634000.0,121344000.0,,48437863000.0,419144000.0,,12180583000.0,28093405000.0,8094150000.0,,,3163842000.0,195557044000.0,29248626000.0,74788691000.0,4530381000.0,5056707000.0,43557288000.0,6026310000.0,2094219000.0,239114332000.0,27551109000.0,209049396000.0,0.0,79082944000.0,258469000.0,-1626646000.0,57444000.0,360379000.0,,,48437863000.0,9654925000.0,,,7629000.0,29968520000.0,,,2776766000.0,,,201803,FORUS
1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,201803,FORUS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,FORUS
6801144000.0,943627000.0,943627000.0,,6279632000.0,,,4191731000.0,338649000.0,,2417041000.0,4278297000.0,1131017000.0,52019000.0,32250000.0,5836914000.0,42218381000.0,12586280000.0,24875810000.0,356275000.0,219758000.0,39707709000.0,,315325000.0,81926090000.0,5593398000.0,69282461000.0,61500000.0,3628647000.0,61500000.0,-1685742000.0,2969525000.0,,,,4191731000.0,3105843000.0,17647000.0,,-34106000.0,6702886000.0,,,1009201000.0,,,201803,FOSFOROS
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,201803,FOSFOROS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,FOSFOROS
12969000.0,3356000.0,3356000.0,,14122000.0,300000.0,,7863000.0,,,10511000.0,7317000.0,4206000.0,1107000.0,283000.0,9899000.0,17958000.0,40528000.0,,176000.0,233000.0,93431000.0,,244000.0,111389000.0,15253000.0,70861000.0,113238186.0,26000.0,113238186.0,3605000.0,-1974000.0,-158000.0,,,7863000.0,2934000.0,,,153000.0,6859000.0,20000.0,,4800000.0,5099000.0,2625000.0,201803,FROWARD
1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,201803,FROWARD
1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,201803,FROWARD
120880946000.0,1265106000.0,1265172000.0,299989000.0,131625832000.0,,,103967262000.0,3855437000.0,,66779030000.0,104665446000.0,2091624000.0,6428059000.0,3378964000.0,25707232000.0,126089160000.0,430601435000.0,22837000.0,685254000.0,592934000.0,560816346000.0,7798851000.0,3270527000.0,686905506000.0,129950592000.0,228739348000.0,168000000.0,40408583000.0,168000000.0,11196900000.0,-8355815000.0,-3845948000.0,,,103967262000.0,10133529000.0,62830000.0,2052862000.0,140041000.0,39591378000.0,668913000.0,,8893726000.0,10971447000.0,8367047000.0,201803,GASCO
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,201803,GASCO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,GASCO
176242000.0,12185000.0,12185000.0,273000.0,188900000.0,,,112674000.0,,,41533000.0,150768000.0,14792000.0,5873000.0,108000.0,46425000.0,171076000.0,308524000.0,3323000.0,8158000.0,1742000.0,391791000.0,26769000.0,14350000.0,562867000.0,161608000.0,217726000.0,435520.0,24591000.0,435520.0,46354000.0,-13367000.0,-14132000.0,,,112674000.0,24604000.0,194000.0,,-268000.0,20417000.0,,,28856000.0,17569000.0,19090000.0,201803,HF
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,201803,HF
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,201803,HF
2581420000,287901000,287901000,,2137236000,,,2135449000,,,2131258000.0,1378610000,287901000,57145000,,1960229000.0,21687896000.0,22323051000.0,10590000.0,1541638000.0,67431000.0,77320097000.0,,8339000.0,99007993000.0,5548438000.0,75931653000.0,1261849619.0,3751363000.0,1261849619.0,-302236000,563054000,-1410000,,,2135449000,,,,-6450000,1501735000.0,,,336325000.0,,,201803,HIPERMARC
0,0,0,2.0,0,2.0,2.0,0,2.0,2.0,1.0,0,0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,2.0,2.0,0,2.0,2.0,2.0,0,1.0,2.0,2.0,1.0,2.0,2.0,201803,HIPERMARC
0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,201803,HIPERMARC
2864250000.0,100653000.0,100653000.0,,2830157000.0,,,1225119000.0,,,2303207000.0,2173883000.0,150021000.0,289996000.0,29000000.0,1789155000.0,4603227000.0,11553269000.0,222858000.0,,327046000.0,44085599000.0,149111000.0,44428000.0,48688826000.0,3504484000.0,37135557000.0,1400.0,227926000.0,1400.0,56431000.0,-248009000.0,-72803000.0,,,1225119000.0,1015892000.0,,,15424000.0,1752355000.0,,,270831000.0,,1015892000.0,201803,HIPICO
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,201803,HIPICO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,HIPICO
2555249000.0,87767000.0,87767000.0,,8970075000.0,317908000.0,,6651480000.0,207109000.0,,2908811000.0,1832285000.0,117808000.0,295769000.0,,678909000.0,2778189000.0,5405057000.0,152616000.0,95479000.0,,22211999000.0,,424445000.0,24990188000.0,4222694000.0,19585131000.0,69071.0,30878000.0,69071.0,872461000.0,-694981000.0,,,,6651480000.0,935318000.0,,,,1646534000.0,,,,,,201803,HIPODROMO
1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,201803,HIPODROMO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201803,HIPODROMO
72016850000,1684504000,1684504000,,91882546000,,,85924352000,302114000,,28971011000.0,44090674000,2054272000,2396174000,1792762000,44460377000.0,199684694000.0,181625346000.0,5843090000.0,1306565000.0,5940805000.0,117633286000.0,,10713517000.0,317317980000.0,70779573000.0,135681220000.0,377124663.0,42989253000.0,377124663.0,-5618012000,-3086678000,3084935000,,,85924352000,10777605000,,,,97337702000.0,,,3026211000.0,7277000000.0,10558986000,201803,HITES
0,0,0,2.0,0,2.0,2.0,0,0,2.0,1.0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,2.0,2.0,0,0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0,201803,HITES
0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201803,HITES
